,logFC,AveExpr,t,P.Value,adj.P.Val,B,g
SIN3B,1.45881578909783,2.92029305031928,1.4358180206237,0.163125606428201,0.287796894850108,-5.68474709609535,stable
SLC17A3,0.210837820763958,0.188083297928283,1.43556313489156,0.16319751215943,0.287886684638352,-5.68509338208407,stable
TCF19,0.109834430597525,0.120747704483994,1.43554451557373,0.163202765841011,0.287886684638352,-5.68511867611451,stable
FIP1L1,-1.52422645288805,1.89805212948613,-1.43549305607363,0.163217286507634,0.287889132405362,-5.68518858153209,stable
FBXL22,0.195810616569742,0.178065161798805,1.43533612061197,0.163261576392973,0.287944083684155,-5.68540175816337,stable
SLC19A2,0.276502161579485,0.256435447708303,1.43523868296647,0.163289079800284,0.287969422228642,-5.68553410470966,stable
DKKL1,0.109914568799342,0.120801129951872,1.43457400219516,0.163476795790186,0.288277277814872,-5.68643671655268,stable
KIF15,-0.420747922788292,0.496969914633973,-1.43417648782547,0.163589142215538,0.288429897785768,-5.68697635665591,stable
SELL,-0.628923858954489,0.359958523413191,-1.43417465911235,0.163589659193032,0.288429897785768,-5.68697883890647,stable
LINC00491,-0.215522021126701,0.171602745299976,-1.43363001668418,0.163743687740763,0.288669388852879,-5.6877180036216,stable
HGD,-0.82174811648743,0.640474903477634,-1.43360123959635,0.163751829313697,0.288669388852879,-5.68775705198493,stable
MRPL1,1.73193107700921,2.71439488257705,1.43345654367396,0.163792771376056,0.288698504163165,-5.68795338347666,stable
SMIM10,0.82007552383968,0.594241766645431,1.43344978029074,0.163794685291606,0.288698504163165,-5.68796256000016,stable
L3HYPDH,1.74594960151071,2.4294696887414,1.43338523051698,0.16381295261228,0.28870124128871,-5.68805013894998,stable
PIPSL,0.841134758338575,0.977185597584209,1.43335121906549,0.163822578367331,0.28870124128871,-5.68809628318939,stable
ZSWIM8,1.263431618794,1.54330375119254,1.43301149331682,0.163918750667394,0.288847502683276,-5.68855714708904,stable
SUN2,-0.748670877057993,0.721840472974821,-1.43283837094853,0.16396777686908,0.288910669298859,-5.6887919650945,stable
IER2,-1.48591038249189,2.70181910535231,-1.43277735055407,0.163985059910008,0.288917898913944,-5.68887472558884,stable
SNRNP48,1.47585716315558,1.95112197645209,1.43251986112251,0.164058005642225,0.289023189076848,-5.68922391933831,stable
ZNF436,-0.750323369402691,0.673853344654588,-1.43218169614796,0.164153845764787,0.289168792430882,-5.68968244005403,stable
SNAPIN,1.54249216499265,2.39984619757406,1.43196729639792,0.164214632433494,0.289252628169917,-5.68997309882251,stable
PCDH11X,0.885366395942031,1.67116469107746,1.4317466338682,0.164277213479446,0.289339610853522,-5.69027220934232,stable
TEAD1,-0.860189955764489,1.18412820510241,-1.43147944135114,0.164353016139533,0.289431705303153,-5.69063433934715,stable
GPNMB,-1.62758986525158,3.11557326897045,-1.43146924860076,0.164355908380715,0.289431705303153,-5.69064815259651,stable
COLEC12,0.923049825755206,1.88428212294762,1.43133523452542,0.164393939285699,0.289475423173092,-5.69082976114471,stable
STK24,-1.32536464745428,2.60074886926907,-1.43102811200598,0.164481121888284,0.289605676539202,-5.69124590228818,stable
C17orf59,1.14045253971816,0.807826443897751,1.4309273050353,0.16450974591342,0.289632811835843,-5.69138247594947,stable
GYPA,0.11023958303646,0.12101780610995,1.43066281470466,0.16458486653204,0.289741797241314,-5.69174076956558,stable
KCNT2,0.964945532291754,0.690821772280146,1.43045439517904,0.164644081176902,0.289822765878011,-5.6920230668267,stable
FGD5-AS1,1.36572764474216,3.98283315294227,1.42995784955705,0.164785224581832,0.290031814732449,-5.69269548036164,stable
REPS2,1.09589768270323,1.64739398824547,1.42992720074395,0.164793939686962,0.290031814732449,-5.69273697795406,stable
ZNF792,0.966960762776002,0.728730821121212,1.42989698817938,0.164802531102932,0.290031814732449,-5.69277788413873,stable
TMPRSS7,0.442486390032564,0.480736483326863,1.42969978769124,0.164858616925072,0.290103953692531,-5.69304486492512,stable
KCNJ5,0.815436842499862,1.63014736267796,1.42965980523746,0.164869990196686,0.290103953692531,-5.69309899153679,stable
TMEM220,1.29143281103246,1.4215648708207,1.42950628938673,0.164913664601884,0.290157511978321,-5.69330680306387,stable
CBX2,0.344039084903641,0.276884140688071,1.4293544519069,0.164956870593787,0.290205085886434,-5.69351232394867,stable
PRSS21,1.04690769046925,0.911714230045384,1.42931822296711,0.164967181024171,0.290205085886434,-5.69356135918897,stable
ZNF137P,-0.183076252558013,0.18480845739624,-1.42878230015355,0.165119759863123,0.290450189051479,-5.69428659795919,stable
PDK2,-1.56031077970662,2.25793536931375,-1.42872694127691,0.165135527110927,0.290454616849766,-5.69436149930684,stable
GSTM4,-0.92679174319452,0.739145973311808,-1.4286430298267,0.165159428956494,0.290473350622217,-5.69447502798736,stable
PFDN5,-1.21881095186813,8.43706974290538,-1.42829271681811,0.165259244027347,0.290613011214197,-5.69494892557716,stable
TBC1D7,-0.902329179758719,0.804293196254671,-1.42827128297195,0.165265352757456,0.290613011214197,-5.69497791771787,stable
KLHL20,0.560215295609601,0.457833806591728,1.42771457750772,0.165424079054389,0.290868792568482,-5.69573080662222,stable
STRIP2,1.3255945023887,2.3957103260067,1.4274056094552,0.165512223572135,0.291000437353608,-5.69614854753261,stable
GPR112,0.533479686614759,0.43836486040729,1.42711018839176,0.165596538313059,0.29112532812259,-5.69654790028552,stable
CACHD1,0.262975135239515,0.271637189530165,1.42683272825162,0.165675758077289,0.291241242406757,-5.69692290927245,stable
HDAC4,1.16269680969895,1.81345095863017,1.42677548406943,0.165692106058411,0.291246624721869,-5.69700027152346,stable
DCTN3,-1.53905363990341,3.04523478843021,-1.42620370384009,0.165855467478463,0.291510399502517,-5.6977728550125,stable
TMEM234,-0.506230053209936,0.285702458088732,-1.42590141914953,0.165941884066948,0.291638903281614,-5.69818119246746,stable
NTRK2,0.136311766060324,0.138399261459193,1.42584017017407,0.165959398180446,0.291646301708639,-5.69826392089875,stable
ASB9,1.44356938937847,1.85916100699141,1.42576534722866,0.165980795762041,0.291659483100614,-5.69836497946385,stable
GRAMD1A,1.53896438857619,2.88676229459561,1.42572089522751,0.165993509017073,0.291659483100614,-5.69842501580082,stable
SEC14L4,1.18250273063852,2.17838832085197,1.42556111788514,0.166039211680058,0.291701122250478,-5.69864079600175,stable
HECTD2,0.726790161099257,0.532051524818482,1.42554500503726,0.166043821150562,0.291701122250478,-5.69866255535129,stable
POLR1A,0.850610746139357,1.71048106828504,1.42542842226185,0.16607717551497,0.291736338205278,-5.69881998654576,stable
GPR126,1.18375457359791,1.39194360038164,1.42532053427847,0.166108047051621,0.291767187453413,-5.69896566669441,stable
ZNF227,1.22702697781739,1.44915065344642,1.4252157947662,0.166138022043792,0.291780761950325,-5.69910708651446,stable
METTL23,0.929603306712827,0.667260288560862,1.42520051114957,0.166142396362573,0.291780761950325,-5.69912772179161,stable
TDG,-1.2164818253205,1.7081461278998,-1.42473415543273,0.166275915987269,0.291991857274447,-5.69975728453049,stable
SLC1A7,-0.511057129138336,0.287486847550155,-1.42461525808903,0.166309970470083,0.292028265193422,-5.69991776343454,stable
C12orf66,0.678775378445545,0.500041669716007,1.4244591377767,0.166354694761012,0.292083401189919,-5.70012846585709,stable
STAU2,1.37250312587659,2.97695105115644,1.42418811138203,0.166432359315543,0.292196359807466,-5.70049420065148,stable
TBCA,-1.4367315574084,6.66312099395531,-1.42408654134499,0.166461472373963,0.292224067903391,-5.70063124841276,stable
NAPA-AS1,0.660618181647251,0.531106148454338,1.42398351661619,0.166491006533844,0.292252510748591,-5.70077025047973,stable
GPR1,1.19383551302672,1.7030809868725,1.42378425490892,0.166548140844482,0.292329393502434,-5.70103907221715,stable
PHC3,2.05109450663075,4.5043319735556,1.42326059537365,0.16669836417082,0.292569642993479,-5.70174538275028,stable
DNAH11,0.983634026884777,0.791797949244202,1.42306664936446,0.166754029243656,0.29264390961894,-5.70200692045346,stable
FAIM,1.39081802961973,2.49411014850145,1.4219408886451,0.167077429762147,0.293187987337178,-5.70352441816997,stable
PDGFRL,0.111004907640376,0.121528022512561,1.42160810800511,0.167173124144247,0.293332430510369,-5.70397280242046,stable
KLF11,0.17085923008807,0.161430904144357,1.42148535796753,0.167208433148015,0.293363744661775,-5.70413817163721,stable
RBM4B,-1.32885727436016,1.52845549338736,-1.4214530206948,0.167217735940372,0.293363744661775,-5.70418173448337,stable
FDX1L,0.600820061750483,0.524034343244217,1.42125845381287,0.167273717670048,0.293423479432954,-5.70444382556932,stable
SPTB,1.00825514323362,1.69592643084457,1.42124164099524,0.167278555835666,0.293423479432954,-5.70446647182077,stable
THUMPD3,1.25850148268616,1.99328390036831,1.4209700666506,0.167356721260262,0.29351594189966,-5.70483224093346,stable
